model_label,term_1,term_2,pearson_correlation,absolute_correlation
policy_2020_no_citation_adjustment,ethics_responsibility_primary,computational_performance_primary,-0.0386623896817442,0.0386623896817442
policy_2020_no_citation_adjustment,ethics_responsibility_primary,mental_health_conditions_symptoms,-0.049731976275164,0.049731976275164
policy_2020_no_citation_adjustment,ethics_responsibility_primary,clinical_assessment_diagnosis,0.0389576016472386,0.0389576016472386
policy_2020_no_citation_adjustment,ethics_responsibility_primary,treatment_intervention,0.0383690156033799,0.0383690156033799
policy_2020_no_citation_adjustment,ethics_responsibility_primary,neurocognitive_affective_processes,-0.0524507969691103,0.0524507969691103
policy_2020_no_citation_adjustment,ethics_responsibility_primary,publication_year_centered,0.0310753249821548,0.0310753249821548
policy_2020_no_citation_adjustment,computational_performance_primary,mental_health_conditions_symptoms,0.1787753419263038,0.1787753419263038
policy_2020_no_citation_adjustment,computational_performance_primary,clinical_assessment_diagnosis,0.1656661430198462,0.1656661430198462
policy_2020_no_citation_adjustment,computational_performance_primary,treatment_intervention,0.0691975851111205,0.0691975851111205
policy_2020_no_citation_adjustment,computational_performance_primary,neurocognitive_affective_processes,-0.0129060811096869,0.0129060811096869
policy_2020_no_citation_adjustment,computational_performance_primary,publication_year_centered,0.0798015046916161,0.0798015046916161
policy_2020_no_citation_adjustment,mental_health_conditions_symptoms,clinical_assessment_diagnosis,0.1909489695075214,0.1909489695075214
policy_2020_no_citation_adjustment,mental_health_conditions_symptoms,treatment_intervention,0.1442491628372327,0.1442491628372327
policy_2020_no_citation_adjustment,mental_health_conditions_symptoms,neurocognitive_affective_processes,0.0503343194946846,0.0503343194946846
policy_2020_no_citation_adjustment,mental_health_conditions_symptoms,publication_year_centered,0.0229998479313298,0.0229998479313298
policy_2020_no_citation_adjustment,clinical_assessment_diagnosis,treatment_intervention,0.0415060296940388,0.0415060296940388
policy_2020_no_citation_adjustment,clinical_assessment_diagnosis,neurocognitive_affective_processes,-0.0082984802599254,0.0082984802599254
policy_2020_no_citation_adjustment,clinical_assessment_diagnosis,publication_year_centered,0.0148451719004241,0.0148451719004241
policy_2020_no_citation_adjustment,treatment_intervention,neurocognitive_affective_processes,0.0795015887417396,0.0795015887417396
policy_2020_no_citation_adjustment,treatment_intervention,publication_year_centered,-0.0422692994187976,0.0422692994187976
policy_2020_no_citation_adjustment,neurocognitive_affective_processes,publication_year_centered,-0.0881446117118345,0.0881446117118345
policy_2021_flexible_year,ethics_responsibility_primary,computational_performance_primary,-0.0244749357071524,0.0244749357071524
policy_2021_flexible_year,ethics_responsibility_primary,mental_health_conditions_symptoms,-0.069612372170301,0.069612372170301
policy_2021_flexible_year,ethics_responsibility_primary,clinical_assessment_diagnosis,0.0231948596241154,0.0231948596241154
policy_2021_flexible_year,ethics_responsibility_primary,treatment_intervention,0.0344220989238936,0.0344220989238936
policy_2021_flexible_year,ethics_responsibility_primary,neurocognitive_affective_processes,-0.0641661103594857,0.0641661103594857
policy_2021_flexible_year,ethics_responsibility_primary,publication_year_spline_1,-0.0619496810977702,0.0619496810977702
policy_2021_flexible_year,ethics_responsibility_primary,publication_year_spline_2,-0.1063930248003911,0.1063930248003911
policy_2021_flexible_year,ethics_responsibility_primary,publication_year_spline_3,-0.0455012151682893,0.0455012151682893
policy_2021_flexible_year,ethics_responsibility_primary,publication_year_spline_4,0.0871976751398941,0.0871976751398941
policy_2021_flexible_year,ethics_responsibility_primary,log1p_times_cited,0.0400131463315435,0.0400131463315435
policy_2021_flexible_year,computational_performance_primary,mental_health_conditions_symptoms,0.1817836893897455,0.1817836893897455
policy_2021_flexible_year,computational_performance_primary,clinical_assessment_diagnosis,0.1455391385562764,0.1455391385562764
policy_2021_flexible_year,computational_performance_primary,treatment_intervention,0.0557076786642248,0.0557076786642248
policy_2021_flexible_year,computational_performance_primary,neurocognitive_affective_processes,-0.0164672460914797,0.0164672460914797
policy_2021_flexible_year,computational_performance_primary,publication_year_spline_1,-0.0516174882913589,0.0516174882913589
policy_2021_flexible_year,computational_performance_primary,publication_year_spline_2,-0.0326093072894461,0.0326093072894461
policy_2021_flexible_year,computational_performance_primary,publication_year_spline_3,0.0452877540527271,0.0452877540527271
policy_2021_flexible_year,computational_performance_primary,publication_year_spline_4,-0.0045090206596718,0.0045090206596718
policy_2021_flexible_year,computational_performance_primary,log1p_times_cited,0.0746102476214494,0.0746102476214494
policy_2021_flexible_year,mental_health_conditions_symptoms,clinical_assessment_diagnosis,0.1827980854722976,0.1827980854722976
policy_2021_flexible_year,mental_health_conditions_symptoms,treatment_intervention,0.1532200034799676,0.1532200034799676
policy_2021_flexible_year,mental_health_conditions_symptoms,neurocognitive_affective_processes,0.043016557402115,0.043016557402115
policy_2021_flexible_year,mental_health_conditions_symptoms,publication_year_spline_1,0.0001816309172243,0.0001816309172243
policy_2021_flexible_year,mental_health_conditions_symptoms,publication_year_spline_2,0.0247325462242413,0.0247325462242413
policy_2021_flexible_year,mental_health_conditions_symptoms,publication_year_spline_3,0.0276471918941182,0.0276471918941182
policy_2021_flexible_year,mental_health_conditions_symptoms,publication_year_spline_4,-0.0257979141597859,0.0257979141597859
policy_2021_flexible_year,mental_health_conditions_symptoms,log1p_times_cited,0.1371659800827119,0.1371659800827119
policy_2021_flexible_year,clinical_assessment_diagnosis,treatment_intervention,0.0387877374110907,0.0387877374110907
policy_2021_flexible_year,clinical_assessment_diagnosis,neurocognitive_affective_processes,-0.015160563748692,0.015160563748692
policy_2021_flexible_year,clinical_assessment_diagnosis,publication_year_spline_1,-0.0110042879677661,0.0110042879677661
policy_2021_flexible_year,clinical_assessment_diagnosis,publication_year_spline_2,0.0157801194447139,0.0157801194447139
policy_2021_flexible_year,clinical_assessment_diagnosis,publication_year_spline_3,0.0157585780145805,0.0157585780145805
policy_2021_flexible_year,clinical_assessment_diagnosis,publication_year_spline_4,-0.0135455317304181,0.0135455317304181
policy_2021_flexible_year,clinical_assessment_diagnosis,log1p_times_cited,0.0535541901858639,0.0535541901858639
policy_2021_flexible_year,treatment_intervention,neurocognitive_affective_processes,0.0821702568641405,0.0821702568641405
policy_2021_flexible_year,treatment_intervention,publication_year_spline_1,0.0676086459550522,0.0676086459550522
policy_2021_flexible_year,treatment_intervention,publication_year_spline_2,0.0367036719174252,0.0367036719174252
policy_2021_flexible_year,treatment_intervention,publication_year_spline_3,0.0279263292324512,0.0279263292324512
policy_2021_flexible_year,treatment_intervention,publication_year_spline_4,-0.0573707818802839,0.0573707818802839
policy_2021_flexible_year,treatment_intervention,log1p_times_cited,0.0235536958737061,0.0235536958737061
policy_2021_flexible_year,neurocognitive_affective_processes,publication_year_spline_1,0.067173006368718,0.067173006368718
policy_2021_flexible_year,neurocognitive_affective_processes,publication_year_spline_2,0.0062522440114248,0.0062522440114248
policy_2021_flexible_year,neurocognitive_affective_processes,publication_year_spline_3,-0.0419358780682524,0.0419358780682524
policy_2021_flexible_year,neurocognitive_affective_processes,publication_year_spline_4,0.0039979018494452,0.0039979018494452
policy_2021_flexible_year,neurocognitive_affective_processes,log1p_times_cited,0.0200133434862772,0.0200133434862772
policy_2021_flexible_year,publication_year_spline_1,publication_year_spline_2,0.5890988452213554,0.5890988452213554
policy_2021_flexible_year,publication_year_spline_1,publication_year_spline_3,-0.2398705536424667,0.2398705536424667
policy_2021_flexible_year,publication_year_spline_1,publication_year_spline_4,-0.3455389981636361,0.3455389981636361
policy_2021_flexible_year,publication_year_spline_1,log1p_times_cited,0.0130585137821975,0.0130585137821975
policy_2021_flexible_year,publication_year_spline_2,publication_year_spline_3,0.2805024501131356,0.2805024501131356
policy_2021_flexible_year,publication_year_spline_2,publication_year_spline_4,-0.7001977481647005,0.7001977481647005
policy_2021_flexible_year,publication_year_spline_2,log1p_times_cited,0.1009554461333403,0.1009554461333403
policy_2021_flexible_year,publication_year_spline_3,publication_year_spline_4,-0.8031433225547429,0.8031433225547429
policy_2021_flexible_year,publication_year_spline_3,log1p_times_cited,0.0623589838247948,0.0623589838247948
policy_2021_flexible_year,publication_year_spline_4,log1p_times_cited,-0.0754797680473649,0.0754797680473649
policy_2020_flexible_year,ethics_responsibility_primary,computational_performance_primary,-0.0386623896817442,0.0386623896817442
policy_2020_flexible_year,ethics_responsibility_primary,mental_health_conditions_symptoms,-0.049731976275164,0.049731976275164
policy_2020_flexible_year,ethics_responsibility_primary,clinical_assessment_diagnosis,0.0389576016472386,0.0389576016472386
policy_2020_flexible_year,ethics_responsibility_primary,treatment_intervention,0.0383690156033799,0.0383690156033799
policy_2020_flexible_year,ethics_responsibility_primary,neurocognitive_affective_processes,-0.0524507969691103,0.0524507969691103
policy_2020_flexible_year,ethics_responsibility_primary,publication_year_spline_1,-0.0374565059493349,0.0374565059493349
policy_2020_flexible_year,ethics_responsibility_primary,publication_year_spline_2,-0.0840498744898515,0.0840498744898515
policy_2020_flexible_year,ethics_responsibility_primary,publication_year_spline_3,-0.0253606255924887,0.0253606255924887
policy_2020_flexible_year,ethics_responsibility_primary,publication_year_spline_4,0.0536650269107559,0.0536650269107559
policy_2020_flexible_year,ethics_responsibility_primary,log1p_times_cited,0.0571363447836606,0.0571363447836606
policy_2020_flexible_year,computational_performance_primary,mental_health_conditions_symptoms,0.1787753419263038,0.1787753419263038
policy_2020_flexible_year,computational_performance_primary,clinical_assessment_diagnosis,0.1656661430198462,0.1656661430198462
policy_2020_flexible_year,computational_performance_primary,treatment_intervention,0.0691975851111205,0.0691975851111205
policy_2020_flexible_year,computational_performance_primary,neurocognitive_affective_processes,-0.0129060811096869,0.0129060811096869
policy_2020_flexible_year,computational_performance_primary,publication_year_spline_1,-0.0647807811913459,0.0647807811913459
policy_2020_flexible_year,computational_performance_primary,publication_year_spline_2,-0.0690737773281438,0.0690737773281438
policy_2020_flexible_year,computational_performance_primary,publication_year_spline_3,-0.0155521159372434,0.0155521159372434
policy_2020_flexible_year,computational_performance_primary,publication_year_spline_4,0.0651599657447224,0.0651599657447224
policy_2020_flexible_year,computational_performance_primary,log1p_times_cited,0.025181866983135,0.025181866983135
policy_2020_flexible_year,mental_health_conditions_symptoms,clinical_assessment_diagnosis,0.1909489695075214,0.1909489695075214
policy_2020_flexible_year,mental_health_conditions_symptoms,treatment_intervention,0.1442491628372327,0.1442491628372327
policy_2020_flexible_year,mental_health_conditions_symptoms,neurocognitive_affective_processes,0.0503343194946846,0.0503343194946846
policy_2020_flexible_year,mental_health_conditions_symptoms,publication_year_spline_1,-0.0131219735150659,0.0131219735150659
policy_2020_flexible_year,mental_health_conditions_symptoms,publication_year_spline_2,0.0065382994930467,0.0065382994930467
policy_2020_flexible_year,mental_health_conditions_symptoms,publication_year_spline_3,0.0084229313872703,0.0084229313872703
policy_2020_flexible_year,mental_health_conditions_symptoms,publication_year_spline_4,0.0026328383266966,0.0026328383266966
policy_2020_flexible_year,mental_health_conditions_symptoms,log1p_times_cited,0.1084918286856978,0.1084918286856978
policy_2020_flexible_year,clinical_assessment_diagnosis,treatment_intervention,0.0415060296940388,0.0415060296940388
policy_2020_flexible_year,clinical_assessment_diagnosis,neurocognitive_affective_processes,-0.0082984802599254,0.0082984802599254
policy_2020_flexible_year,clinical_assessment_diagnosis,publication_year_spline_1,-0.0227191510625173,0.0227191510625173
policy_2020_flexible_year,clinical_assessment_diagnosis,publication_year_spline_2,0.0072216716006795,0.0072216716006795
policy_2020_flexible_year,clinical_assessment_diagnosis,publication_year_spline_3,0.004436190906006,0.004436190906006
policy_2020_flexible_year,clinical_assessment_diagnosis,publication_year_spline_4,0.0029500787091499,0.0029500787091499
policy_2020_flexible_year,clinical_assessment_diagnosis,log1p_times_cited,0.0299231133021209,0.0299231133021209
policy_2020_flexible_year,treatment_intervention,neurocognitive_affective_processes,0.0795015887417396,0.0795015887417396
policy_2020_flexible_year,treatment_intervention,publication_year_spline_1,0.0649712942271744,0.0649712942271744
policy_2020_flexible_year,treatment_intervention,publication_year_spline_2,0.0058714772831732,0.0058714772831732
policy_2020_flexible_year,treatment_intervention,publication_year_spline_3,-0.0342427066631038,0.0342427066631038
policy_2020_flexible_year,treatment_intervention,publication_year_spline_4,0.0025023424004538,0.0025023424004538
policy_2020_flexible_year,treatment_intervention,log1p_times_cited,0.008946944061326,0.008946944061326
policy_2020_flexible_year,neurocognitive_affective_processes,publication_year_spline_1,0.0918565269558961,0.0918565269558961
policy_2020_flexible_year,neurocognitive_affective_processes,publication_year_spline_2,0.0316558894667538,0.0316558894667538
policy_2020_flexible_year,neurocognitive_affective_processes,publication_year_spline_3,-0.0216641908294871,0.0216641908294871
policy_2020_flexible_year,neurocognitive_affective_processes,publication_year_spline_4,-0.0339127365914045,0.0339127365914045
policy_2020_flexible_year,neurocognitive_affective_processes,log1p_times_cited,0.0022697142300957,0.0022697142300957
policy_2020_flexible_year,publication_year_spline_1,publication_year_spline_2,0.5873408926081837,0.5873408926081837
policy_2020_flexible_year,publication_year_spline_1,publication_year_spline_3,-0.2252982670770417,0.2252982670770417
policy_2020_flexible_year,publication_year_spline_1,publication_year_spline_4,-0.4017105534408743,0.4017105534408743
policy_2020_flexible_year,publication_year_spline_1,log1p_times_cited,-0.0266520481111786,0.0266520481111786
policy_2020_flexible_year,publication_year_spline_2,publication_year_spline_3,0.3101663020501278,0.3101663020501278
policy_2020_flexible_year,publication_year_spline_2,publication_year_spline_4,-0.7310160424097768,0.7310160424097768
policy_2020_flexible_year,publication_year_spline_2,log1p_times_cited,0.0672940065656089,0.0672940065656089
policy_2020_flexible_year,publication_year_spline_3,publication_year_spline_4,-0.7730690230834114,0.7730690230834114
policy_2020_flexible_year,publication_year_spline_3,log1p_times_cited,0.0277382429437797,0.0277382429437797
policy_2020_flexible_year,publication_year_spline_4,log1p_times_cited,-0.0185158324287684,0.0185158324287684
